1784822758.324106 server started (54747): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1784822758.324121 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1784822758.324123 using libevent 2.1.12-stable poll
1784822758.324124 using ncurses 6.4 20240113
1784822758.324504 yylex_token: end at WS
1784822758.324505 yylex_token: command-prompt
1784822758.324505 yylex_token: end at WS
1784822758.324506 yylex_token: -I#S
1784822758.324507 yylex_token: end at WS
1784822758.324507 yylex_token: rename-session
1784822758.324508 yylex_token: end at WS
1784822758.324508 yylex_token: --
1784822758.324509 yylex_token: end at WS
1784822758.324509 yylex_token: %%
1784822758.324510 cmd_parse_build_commands 0:0: bind
1784822758.324511 cmd_parse_build_commands 0:1: -N
1784822758.324511 cmd_parse_build_commands 0:2: Rename current session
1784822758.324512 cmd_parse_build_commands 0:3: $
1784822758.324513 cmd_parse_build_commands 0:4 0:0: command-prompt
1784822758.324513 cmd_parse_build_commands 0:4 0:1: -I#S
1784822758.324514 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1784822758.324515 cmd_parse_build_commands 0:4 0:2 0:1: --
1784822758.324515 cmd_parse_build_commands 0:4 0:2 0:2: %%
1784822758.324516 cmd_parse_build_commands 0:0: command-prompt
1784822758.324517 cmd_parse_build_commands 0:1: -I#S
1784822758.324517 cmd_parse_build_commands 0:2 0:0: rename-session
1784822758.324518 cmd_parse_build_commands 0:2 0:1: --
1784822758.324519 cmd_parse_build_commands 0:2 0:2: %%
1784822758.324520 cmd_parse_build_commands 0:0: rename-session
1784822758.324520 cmd_parse_build_commands 0:1: --
1784822758.324521 cmd_parse_build_commands 0:2: %%
1784822758.324522 args_parse_flags: next --
1784822758.324522 args_parse: flags end at 2 of 3
1784822758.324523 args_parse: 2 = %% (type STRING)
1784822758.324524 cmd_parse_build_commands: rename-session "%%"
1784822758.324525 args_parse_flags: next -I#S
1784822758.324526 args_parse_flag_argument: -I = #S
1784822758.324526 args_parse: flags end at 2 of 3
1784822758.324527 args_parse: 2 = rename-session "%%" (type COMMANDS)
1784822758.324529 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1784822758.324529 args_parse_flags: next -N
1784822758.324530 args_parse_flag_argument: -N = Rename current session
1784822758.324531 args_parse_flags: next $
1784822758.324531 args_parse: flags end at 3 of 5
1784822758.324532 args_parse: 3 = $ (type STRING)
1784822758.324533 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1784822758.324536 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1784822758.324538 cmdq_get_command: [bind-key/0x5ec075588830] group 58
1784822758.324539 cmdq_append <global>: [bind-key/0x5ec075588830]
1784822758.324547 yylex_token: end at WS
1784822758.324547 yylex_token: bind
1784822758.324548 yylex_token: end at WS
1784822758.324548 yylex_token: -N
1784822758.324549 yylex_token: end at WS
1784822758.324550 yylex_token: Split window horizontally
1784822758.324550 yylex_get_word: %
1784822758.324551 yylex_token: end at WS
1784822758.324552 yylex_token: split-window
1784822758.324552 yylex_token: end at WS
1784822758.324553 yylex_token: -h
1784822758.324561 cmd_parse_build_commands 0:0: bind
1784822758.324562 cmd_parse_build_commands 0:1: -N
1784822758.324562 cmd_parse_build_commands 0:2: Split window horizontally
1784822758.324563 cmd_parse_build_commands 0:3: %
1784822758.324564 cmd_parse_build_commands 0:4 0:0: split-window
1784822758.324564 cmd_parse_build_commands 0:4 0:1: -h
1784822758.324565 cmd_parse_build_commands 0:0: split-window
1784822758.324566 cmd_parse_build_commands 0:1: -h
1784822758.324567 args_parse_flags: next -h
1784822758.324568 args_parse_flags: -h
1784822758.324568 args_parse: flags end at 2 of 2
1784822758.324570 cmd_parse_build_commands: split-window -h
1784822758.324570 args_parse_flags: next -N
1784822758.324571 args_parse_flag_argument: -N = Split window horizontally
1784822758.324571 args_parse_flags: next %
1784822758.324572 args_parse: flags end at 3 of 5
1784822758.324573 args_parse: 3 = % (type STRING)
1784822758.324573 args_parse: 4 = split-window -h (type COMMANDS)
1784822758.324575 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1784822758.324577 cmdq_get_command: [bind-key/0x5ec075588930] group 70
1784822758.324577 cmdq_append <global>: [bind-key/0x5ec075588930]
1784822758.324578 yylex_token: end at WS
1784822758.324579 yylex_token: bind
1784822758.324579 yylex_token: end at WS
1784822758.324580 yylex_token: -N
1784822758.324580 yylex_token: end at WS
1784822758.324581 yylex_token: Kill current window
1784822758.324581 yylex_token: end at WS
1784822758.324582 yylex_token: &
1784822758.324583 yylex_token: end at WS
1784822758.324583 yylex_token: confirm-before
1784822758.324584 yylex_token: end at WS
1784822758.324584 yylex_token: -pkill-window #W? (y/n)
1784822758.324585 yylex_token: end at WS
1784822758.324586 yylex_token: kill-window
1784822758.324587 cmd_parse_build_commands 0:0: bind
1784822758.324587 cmd_parse_build_commands 0:1: -N
1784822758.324588 cmd_parse_build_commands 0:2: Kill current window
1784822758.324588 cmd_parse_build_commands 0:3: &
1784822758.324589 cmd_parse_build_commands 0:4 0:0: confirm-before
1784822758.324590 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1784822758.324591 cmd_parse_build_commands 0:4 0:2: kill-window
1784822758.324592 cmd_parse_build_commands 0:0: confirm-before
1784822758.324592 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1784822758.324593 cmd_parse_build_commands 0:2: kill-window
1784822758.324594 args_parse_flags: next -pkill-window #W? (y/n)
1784822758.324595 args_parse_flag_argument: -p = kill-window #W? (y/n)
1784822758.324595 args_parse_flags: next kill-window
1784822758.324596 args_parse: flags end at 2 of 3
1784822758.324597 args_parse: 2 = kill-window (type STRING)
1784822758.324598 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1784822758.324599 args_parse_flags: next -N
1784822758.324600 args_parse_flag_argument: -N = Kill current window
1784822758.324600 args_parse_flags: next &
1784822758.324601 args_parse: flags end at 3 of 5
1784822758.324602 args_parse: 3 = & (type STRING)
1784822758.324603 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1784822758.324605 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1784822758.324607 cmdq_get_command: [bind-key/0x5ec0755890d0] group 78
1784822758.324608 cmdq_append <global>: [bind-key/0x5ec0755890d0]
1784822758.324608 yylex_token: end at WS
1784822758.324610 yylex_token: bind
1784822758.324610 yylex_token: end at WS
1784822758.324611 yylex_token: -N
1784822758.324612 yylex_token: end at WS
1784822758.324612 yylex_token: Prompt for window index to select
1784822758.324613 yylex_token: end at WS
1784822758.324613 yylex_token: '
1784822758.324614 yylex_token: end at WS
1784822758.324615 yylex_token: command-prompt
1784822758.324615 yylex_token: end at WS
1784822758.324616 yylex_token: -T
1784822758.324616 yylex_token: end at WS
1784822758.324617 yylex_token: window-target
1784822758.324617 yylex_token: end at WS
1784822758.324618 yylex_token: -pindex
1784822758.324619 yylex_token: end at WS
1784822758.324619 yylex_token: select-window
1784822758.324620 yylex_token: end at WS
1784822758.324620 yylex_token: -t
1784822758.324621 yylex_token: end at WS
1784822758.324621 yylex_token: :%%
1784822758.324622 cmd_parse_build_commands 0:0: bind
1784822758.324623 cmd_parse_build_commands 0:1: -N
1784822758.324623 cmd_parse_build_commands 0:2: Prompt for window index to select
1784822758.324624 cmd_parse_build_commands 0:3: '
1784822758.324625 cmd_parse_build_commands 0:4 0:0: command-prompt
1784822758.324626 cmd_parse_build_commands 0:4 0:1: -T
1784822758.324626 cmd_parse_build_commands 0:4 0:2: window-target
1784822758.324627 cmd_parse_build_commands 0:4 0:3: -pindex
1784822758.324628 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1784822758.324628 cmd_parse_build_commands 0:4 0:4 0:1: -t
1784822758.324629 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1784822758.324630 cmd_parse_build_commands 0:0: command-prompt
1784822758.324631 cmd_parse_build_commands 0:1: -T
1784822758.324631 cmd_parse_build_commands 0:2: window-target
1784822758.324632 cmd_parse_build_commands 0:3: -pindex
1784822758.324633 cmd_parse_build_commands 0:4 0:0: select-window
1784822758.324633 cmd_parse_build_commands 0:4 0:1: -t
1784822758.324634 cmd_parse_build_commands 0:4 0:2: :%%
1784822758.324635 cmd_parse_build_commands 0:0: select-window
1784822758.324635 cmd_parse_build_commands 0:1: -t
1784822758.324636 cmd_parse_build_commands 0:2: :%%
1784822758.324637 args_parse_flags: next -t
1784822758.324638 args_parse_flag_argument: -t = :%%
1784822758.324639 args_parse: flags end at 3 of 3
1784822758.324640 cmd_parse_build_commands: select-window -t ":%%"
1784822758.324641 args_parse_flags: next -T
1784822758.324642 args_parse_flag_argument: -T = window-target
1784822758.324642 args_parse_flags: next -pindex
1784822758.324643 args_parse_flag_argument: -p = index
1784822758.324643 args_parse: flags end at 4 of 5
1784822758.324645 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1784822758.324647 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1784822758.324647 args_parse_flags: next -N
1784822758.324648 args_parse_flag_argument: -N = Prompt for window index to select
1784822758.324649 args_parse_flags: next '
1784822758.324649 args_parse: flags end at 3 of 5
1784822758.324650 args_parse: 3 = ' (type STRING)
1784822758.324652 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1784822758.324655 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1784822758.324657 cmdq_get_command: [bind-key/0x5ec07558a020] group 86
1784822758.324658 cmdq_append <global>: [bind-key/0x5ec07558a020]
1784822758.324659 yylex_token: end at WS
1784822758.324659 yylex_token: bind
1784822758.324660 yylex_token: end at WS
1784822758.324660 yylex_token: -N
1784822758.324661 yylex_token: end at WS
1784822758.324662 yylex_token: Switch to previous client
1784822758.324662 yylex_token: end at WS
1784822758.324663 yylex_token: (
1784822758.324663 yylex_token: end at WS
1784822758.324664 yylex_token: switch-client
1784822758.324664 yylex_token: end at WS
1784822758.324665 yylex_token: -p
1784822758.324666 cmd_parse_build_commands 0:0: bind
1784822758.324666 cmd_parse_build_commands 0:1: -N
1784822758.324667 cmd_parse_build_commands 0:2: Switch to previous client
1784822758.324669 cmd_parse_build_commands 0:3: (
1784822758.324670 cmd_parse_build_commands 0:4 0:0: switch-client
1784822758.324670 cmd_parse_build_commands 0:4 0:1: -p
1784822758.324671 cmd_parse_build_commands 0:0: switch-client
1784822758.324672 cmd_parse_build_commands 0:1: -p
1784822758.324673 args_parse_flags: next -p
1784822758.324674 args_parse_flags: -p
1784822758.324674 args_parse: flags end at 2 of 2
1784822758.324675 cmd_parse_build_commands: switch-client -p
1784822758.324676 args_parse_flags: next -N
1784822758.324676 args_parse_flag_argument: -N = Switch to previous client
1784822758.324677 args_parse_flags: next (
1784822758.324678 args_parse: flags end at 3 of 5
1784822758.324678 args_parse: 3 = ( (type STRING)
1784822758.324679 args_parse: 4 = switch-client -p (type COMMANDS)
1784822758.324681 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1784822758.324682 cmdq_get_command: [bind-key/0x5ec07558a430] group 98
1784822758.324683 cmdq_append <global>: [bind-key/0x5ec07558a430]
1784822758.324684 yylex_token: end at WS
1784822758.324685 yylex_token: bind
1784822758.324685 yylex_token: end at WS
1784822758.324686 yylex_token: -N
1784822758.324686 yylex_token: end at WS
1784822758.324687 yylex_token: Switch to next client
1784822758.324687 yylex_token: end at WS
1784822758.324688 yylex_token: )
1784822758.324689 yylex_token: end at WS
1784822758.324689 yylex_token: switch-client
1784822758.324690 yylex_token: end at WS
1784822758.324690 yylex_token: -n
1784822758.324691 cmd_parse_build_commands 0:0: bind
1784822758.324692 cmd_parse_build_commands 0:1: -N
1784822758.324692 cmd_parse_build_commands 0:2: Switch to next client
1784822758.324693 cmd_parse_build_commands 0:3: )
1784822758.324694 cmd_parse_build_commands 0:4 0:0: switch-client
1784822758.324694 cmd_parse_build_commands 0:4 0:1: -n
1784822758.324695 cmd_parse_build_commands 0:0: switch-client
1784822758.324696 cmd_parse_build_commands 0:1: -n
1784822758.324697 args_parse_flags: next -n
1784822758.324697 args_parse_flags: -n
1784822758.324698 args_parse: flags end at 2 of 2
1784822758.324699 cmd_parse_build_commands: switch-client -n
1784822758.324700 args_parse_flags: next -N
1784822758.324700 args_parse_flag_argument: -N = Switch to next client
1784822758.324701 args_parse_flags: next )
1784822758.324702 args_parse: flags end at 3 of 5
1784822758.324702 args_parse: 3 = ) (type STRING)
1784822758.324703 args_parse: 4 = switch-client -n (type COMMANDS)
1784822758.324705 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1784822758.324706 cmdq_get_command: [bind-key/0x5ec07558a6b0] group 106
1784822758.324707 cmdq_append <global>: [bind-key/0x5ec07558a6b0]
1784822758.324707 yylex_token: end at WS
1784822758.324708 yylex_token: bind
1784822758.324708 yylex_token: end at WS
1784822758.324709 yylex_token: -N
1784822758.324709 yylex_token: end at WS
1784822758.324710 yylex_token: Rename current window
1784822758.324710 yylex_token: end at WS
1784822758.324711 yylex_token: ,
1784822758.324712 yylex_token: end at WS
1784822758.324712 yylex_token: command-prompt
1784822758.324713 yylex_token: end at WS
1784822758.324713 yylex_token: -I#W
1784822758.324714 yylex_token: end at WS
1784822758.324714 yylex_token: rename-window
1784822758.324715 yylex_token: end at WS
1784822758.324715 yylex_token: --
1784822758.324716 yylex_token: end at WS
1784822758.324716 yylex_token: %%
1784822758.324717 cmd_parse_build_commands 0:0: bind
1784822758.324718 cmd_parse_build_commands 0:1: -N
1784822758.324719 cmd_parse_build_commands 0:2: Rename current window
1784822758.324719 cmd_parse_build_commands 0:3: ,
1784822758.324720 cmd_parse_build_commands 0:4 0:0: command-prompt
1784822758.324721 cmd_parse_build_commands 0:4 0:1: -I#W
1784822758.324722 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1784822758.324722 cmd_parse_build_commands 0:4 0:2 0:1: --
1784822758.324723 cmd_parse_build_commands 0:4 0:2 0:2: %%
1784822758.324724 cmd_parse_build_commands 0:0: command-prompt
1784822758.324725 cmd_parse_build_commands 0:1: -I#W
1784822758.324726 cmd_parse_build_commands 0:2 0:0: rename-window
1784822758.324727 cmd_parse_build_commands 0:2 0:1: --
1784822758.324727 cmd_parse_build_commands 0:2 0:2: %%
1784822758.324728 cmd_parse_build_commands 0:0: rename-window
1784822758.324729 cmd_parse_build_commands 0:1: --
1784822758.324729 cmd_parse_build_commands 0:2: %%
1784822758.324730 args_parse_flags: next --
1784822758.324731 args_parse: flags end at 2 of 3
1784822758.324731 args_parse: 2 = %% (type STRING)
1784822758.324732 cmd_parse_build_commands: rename-window "%%"
1784822758.324733 args_parse_flags: next -I#W
1784822758.324734 args_parse_flag_argument: -I = #W
1784822758.324734 args_parse: flags end at 2 of 3
1784822758.324735 args_parse: 2 = rename-window "%%" (type COMMANDS)
1784822758.324737 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1784822758.324738 args_parse_flags: next -N
1784822758.324738 args_parse_flag_argument: -N = Rename current window
1784822758.324739 args_parse_flags: next ,
1784822758.324739 args_parse: flags end at 3 of 5
1784822758.324740 args_parse: 3 = , (type STRING)
1784822758.324741 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1784822758.324743 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1784822758.324745 cmdq_get_command: [bind-key/0x5ec07558b2d0] group 114
1784822758.324746 cmdq_append <global>: [bind-key/0x5ec07558b2d0]
1784822758.324747 yylex_token: end at WS
1784822758.324747 yylex_token: bind
1784822758.324748 yylex_token: end at WS
1784822758.324748 yylex_token: -N
1784822758.324749 yylex_token: end at WS
1784822758.324750 yylex_token: Delete the most recent paste buffer
1784822758.324750 yylex_token: end at WS
1784822758.324751 yylex_token: -
1784822758.324751 yylex_token: end at WS
1784822758.324752 yylex_token: delete-buffer
1784822758.324753 cmd_parse_build_commands 0:0: bind
1784822758.324753 cmd_parse_build_commands 0:1: -N
1784822758.324754 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1784822758.324755 cmd_parse_build_commands 0:3: -
1784822758.324756 cmd_parse_build_commands 0:4 0:0: delete-buffer
1784822758.324756 cmd_parse_build_commands 0:0: delete-buffer
1784822758.324757 args_parse: flags end at 1 of 1
1784822758.324758 cmd_parse_build_commands: delete-buffer
1784822758.324759 args_parse_flags: next -N
1784822758.324759 args_parse_flag_argument: -N = Delete the most recent paste buffer
1784822758.324760 args_parse_flags: next -
1784822758.324761 args_parse: flags end at 3 of 5
1784822758.324761 args_parse: 3 = - (type STRING)
1784822758.324762 args_parse: 4 = delete-buffer (type COMMANDS)
1784822758.324764 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1784822758.324764 cmdq_get_command: [bind-key/0x5ec07558ba80] group 126
1784822758.324765 cmdq_append <global>: [bind-key/0x5ec07558ba80]
1784822758.324766 yylex_token: end at WS
1784822758.324766 yylex_token: bind
1784822758.324767 yylex_token: end at WS
1784822758.324767 yylex_token: -N
1784822758.324768 yylex_token: end at WS
1784822758.324769 yylex_token: Move the current window
1784822758.324769 yylex_token: end at WS
1784822758.324770 yylex_token: .
1784822758.324770 yylex_token: end at WS
1784822758.324771 yylex_token: command-prompt
1784822758.324771 yylex_token: end at WS
1784822758.324772 yylex_token: -T
1784822758.324773 yylex_token: end at WS
1784822758.324773 yylex_token: target
1784822758.324774 yylex_token: end at WS
1784822758.324774 yylex_token: move-window
1784822758.324775 yylex_token: end at WS
1784822758.324775 yylex_token: -t
1784822758.324776 yylex_token: end at WS
1784822758.324776 yylex_token: %%
1784822758.324777 cmd_parse_build_commands 0:0: bind
1784822758.324778 cmd_parse_build_commands 0:1: -N
1784822758.324778 cmd_parse_build_commands 0:2: Move the current window
1784822758.324779 cmd_parse_build_commands 0:3: .
1784822758.324780 cmd_parse_build_commands 0:4 0:0: command-prompt
1784822758.324782 cmd_parse_build_commands 0:4 0:1: -T
1784822758.324782 cmd_parse_build_commands 0:4 0:2: target
1784822758.324783 cmd_parse_build_commands 0:4 0:3 0:0: move-window
